name,address,description
The Luxton Bandung,"Jl. Ir H Juanda No. 18, Bandung Wetan, 40115 Bandung, Indonesia","Located 5-minute drive from Bandung Indah Plaza Shopping Mall, The Luxton Hotel has a 24-hour front desk and features modern rooms with free Wi-Fi access. The property provides free parking. Fitted with hardwood and parquet floors, air-conditioned rooms include a wardrobe, sitting area and a flat-screen TV with cable channels. The private bathroom comes with a shower and free toiletries. Guests can enjoy western food and full breakfast in Xquisite Restaurant, and X Lounge Bar serves light meals. The hotel is 15-minute drive from Bandung Train Station and 40-minute drive from Lembang area. Husein Sastranegara Airport is 4 km away. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
Holiday Inn Bandung Pasteur,"Jl. Dr Djunjunan 96, Sukajadi, 40162 Bandung, Indonesia","Holiday Inn Bandung Pasteur di pusat kota tepatnya 2 km dari Paris van Java Mall menawarkan hotel dengan kolam renang outdoor, kolam renang anak-anak, pusat kebugaran, Wi-Fi gratis di kamarnya, dan parkir gratis untuk mereka yang berkendara. Kamar-kamar modern dilengkapi dengan AC, TV layar datar, minibar, pembuat teh / kopi, dan kamar mandi pribadi dengan shower dan perlengkapan mandi gratis. Kamar-kamar tertentu memiliki akses ke kolam renang indoor. Anda dapat menikmati hidangan di restoran hotel atau menikmati makanan ringan di kedai kopi. Banyak pilihan bersantap dapat dicapai dalam 5 menit berjalan kaki. Fasilitas lainnya termasuk perawatan spa, kelas yoga di pusat kebugaran, sauna, karaoke, bagian penerima tamu 24 jam, penyewaan mobil, dan transfer bandara dengan biaya tambahan. Hotel ini berjarak 2,3 km dari Stasiun Kereta Api Bandung, 3,1 km dari Braga City Walk, 6 km dari 23 Paskal Shopping Mall, Sukajadi is the right choice for tourists who like typical cuisine, sights and culinary tours."
Savoy Homann Hotel,"Jalan Asia Afrika 112, Sumurbandung, 40261 Bandung, Indonesia","Housed within an iconic curved-shaped building, Hotel Savoy Homann offers elegant rooms in Bandung’s city center. Featuring free Wi-Fi in public areas. Enjoy 4-star comfort in air-conditioned rooms that have carpeted floors, seating area and classic wood furnishings. A TV with cable channels and free tea/coffee making amenities are provided. Regular workouts can be maintained at Hotel Savoy Homann’s fitness center. Alternatively, video and traditional games are available in the games room. Staff are available throughout the day to attend to guest requests and laundry needs. Garden Restaurant serves a variety of local and Asian favorites as well as Western dishes. Steak specialties are available at Sidewalk Cafe while the Batavia Bar offers refreshing cocktails. Easily accessible from the Asia Afrika Museum, Hotel Savoy Homann Hotel is a 30-minute drive from Husein Sastranegara Airport. It is a 2-hour train ride from Jakarta. Sumurbandung is a great choice for travelers interested in clothes shopping, culturally diverse food and local food."
"The Jayakarta Suites Bandung, Hotel & Spa","Jl. Ir. H. Juanda No. 381A, 40135 Bandung, Indonesia","The Jayakarta Suites Bandung, Hotel & Spa terletak di puncak bukit dengan pemandangan indah kota Bandung dan pegunungan di sekitarnya. Hotel bintang 4 ini hanya berjarak 30 menit berkendara dari bandara. Kamar-kamar di The Jayakarta Suites Bandung, Hotel & Spa memiliki fasilitas modern termasuk kunci elektronik, akses internet WIFI gratis, dan TV kabel. Kamar mandi en suite dilengkapi dengan bathtub atau shower kombinasi. Anda dapat berenang di kolam renang luar ruangan yang besar atau menikmati pijat relaksasi di Spa dan Pusat Kesehatan Jayakarta yang lengkap. Parkir gratis tersedia di hotel dengan pemesanan sebelumnya. The Jayakarta Suites Bandung, Hotel & Spa menawarkan santapan lezat di restoran hotel. Anda dapat menikmati minuman di North Dago Cafe atau Scenery Bar & Lounge. Anda juga dapat muncul di panggung Aoyama Karaoke Bar. The Jayakarta Suites Bandung Hotel &"
Arion Swiss-Belhotel Bandung,"Jl. Otto Iskandardinata No.16, 40171 Bandung, Indonesia","Arion Swiss-Belhotel Bandung menawarkan akomodasi butik di jantung kota Bandung, hanya 350 meter dari Stasiun Kereta Api Bandung. Hotel ini menawarkan kolam renang outdoor yang sangat besar, pusat kebugaran, dan parkir gratis. Hotel ini berjarak 15 menit berkendara dari Gerbang Tol Pasteur dan Bandara Internasional Husein Sastranegara. Kamar-kamar ber-AC di hotel ini memiliki interior yang luas dengan perabotan modern. Masing-masing dilengkapi dengan minibar, fasilitas membuat teh / kopi, dan TV kabel layar datar. Internet gratis tersedia di semua kamar. Anda dapat menikmati layanan pijat relaksasi atau bersantai di ruang sauna. Arion Swiss-Belhotel Bandung juga menawarkan layanan binatu dan dry cleaning. Fasilitas penyimpanan bagasi dapat ditemukan di meja depan 24 jam. Ruang serba guna serba guna tersedia untuk mengatur berbagai acara, rapat, dan rapat. Swiss-Cafe menyajikan berbagai hidangan Indonesia dan internasional otentik. Anda dapat menikmati berbagai koktail dan makanan ringan di Lounge Bar. Hotel ini berjarak 3 km dari Museum Geologi Bandung dan Monumen Perjuangan. Berbagai gerai mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Anda dapat menikmati berbagai koktail dan makanan ringan di Lounge Bar. Hotel ini berjarak 3 km dari Museum Geologi Bandung dan Monumen Perjuangan. Berbagai gerai mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Anda dapat menikmati berbagai koktail dan makanan ringan di Lounge Bar. Hotel ini berjarak 3 km dari Museum Geologi Bandung dan Monumen Perjuangan. Berbagai gerai mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel.Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai gerai mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai gerai mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai outlet mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai gerai mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan. Berbagai gerai mode terkenal dan berbagai tempat makan dapat ditemukan di Jalan Riau yang berjarak 10 menit berkendara dari hotel. Jakarta dapat dicapai dalam 2 jam perjalanan."
MOXY Bandung,"Jalan Ir H. Djuanda No 69, Bandung Wetan, 40116 Bandung, Indonesia","Featuring a bar and views of city, MOXY Bandung is located in Bandung, a 10-minute walk from Gedung Sate. Among the facilities of this property are a restaurant, a 24-hour front desk and a business center, along with free WiFi. The property is 2.9 km from Cihampelas Walk and 2.9 km from Merdeka Palace. At the hotel, the rooms include a desk. Complete with a private bathroom equipped with a shower and a hair dryer, all rooms at MOXY Bandung have a flat-screen TV and air conditioning, and selected rooms also feature a seating area. The accommodation offers a continental or buffet breakfast. You can play pool at MOXY Bandung. The hotel provides an ironing service, as well as business facilities like fax and photocopying. Riau Street is 2.1 km from MOXY Bandung, while Braga City Walk is 2.4 km from the property. The nearest airport is Husein Sastranegara Airport, 5 km from the accommodation. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
Ibis Styles Bandung Braga,"Jalan Braga No. 8, Sumurbandung, 40111 Bandung, Indonesia","Ibis Styles Bandung Braga is located on the famous Jalan Braga, opposite the Asia Africa Conference Museum and right next to the historic Asia-Africa Road.This property offers comfortable, modern accommodation with free Wi-Fi access and an on-site restaurant. Each room is equipped with air conditioning, TV and minibar. There is also a dining room with a fridge and an electric kettle. The private bathroom offers a shower, a hairdryer and free toiletries. Additional amenities include a seating area and cable channels. At Ibis Styles Bandung Braga you will find a 24-hour front desk, 6 meeting rooms and a garden. The property also offers free parking.The hotel is 400 meters from Braga City Walk and 800 meters from Pasar Baru Bandung. Husein Sastranegara Airport is 5 km away.Sumurbandung is the right choice for tourists who like shopping for clothes, special culinary delights, and local dishes."
Favehotel Premier Cihampelas,"Jl. Cihampelas 129, Sukajadi, 40131 Bandung, Indonesia","Favehotel Premier is a 15 minute walk from Bandung’s Jalan Cihampelas, which hosts shopping and entertainment options. Offering rooms with free Wi-Fi access, the hotel houses an outdoor pool and a gym. Favehotel Premier Cihampelas is a 30 minute drive from Husein Sastranegara International Airport. Indoor theme park Trans Studio is a 40 minute drive away. Contemporary air-conditioned rooms feature a flat-screen TV with satellite channels and a private bathroom with hot and cold water facilities. The restaurant serves a variety of international dishes, with the possibility of in-room dining. Guests can use the business center, or head to the 24-hour front desk for assistance with currency exchange, laundry or concierge services. Complimentary private parking is available."
De JAVA Hotel Bandung,"Jl.Sukajadi No 148-150, Sukajadi, 40161 Bandung, Indonesia","De JAVA Hotel Bandung is a 4-star property located just across Paris Van Java Shopping Mall. Housing modern Javanese-style rooms, the hotel offers free WiFi in all areas. Guests enjoy free shuttle service within Sukajadi area where many restaurants, cafes and factory outlets reside, a 10-minute drive from de JAVA Hotel Bandung. Husein Sastranegara International Airport is 15 minutes’ drive from the property. Decorated in brown tones, air-conditioned rooms feature a flat-screen satellite TV, coffee/tea-making facilities and seating area with a sofa. Other amenities include a safe, electric kettle and a fridge. A hairdryer and slippers are provided in all private bathrooms. Guests can work out at the gym or rent a car and explore Bandung. The hotel also has meeting/banquet facilities on site. Laundry service is offered at a charge, while free parking is available on site. Airport transfers can be arranged for an additional charge. De Bale Restaurant serves a variety of Indonesian, Asian and Western dishes, while Mana Lounge offers a wide range of light meals and beverages. In-room dining is possible with room service. Sukajadi is a great choice for travelers interested in culturally diverse food, scenery and food shopping."
El Cavana Bandung,"Jalan Pasirkaliki No.16-18 BANDUNG Jalan Stasiun Barat No.25-26 Bandung, 40181 Bandung, Indonesia","Featuring a rooftop bar with city view, El Cavana Bandung is a hotel with modern comfort set in Bandung, a 5-minute walk from Stasiun Hall Bus Terminal. Built in 2012, the property is within 601 m of Pasar Baru Bandung. Asian cuisine is served at the restaurant. The hotel also has an indoor pool and a fitness center. At the hotel, the rooms come with a wardrobe and a flat-screen TV. The rooms are equipped with a private bathroom. Guest rooms will provide guests with a fridge. The bathrooms come with free toiletries. A buffet, Asian or halal breakfast can be enjoyed in the breakfast area. Languages spoken at the 24-hour front desk include English and Indonesian. Braga City Walk is 0.7 mi from El Cavana Bandung, while Merdeka Palace is 0.8 mi from the property. Husein Sastranegara Airport is 1.9 mi away, and the property offers a free airport shuttle service."
Ibis Budget Bandung Asia Africa,"Jl.Asia Afrika No. 128, Sumurbandung, 40261 Bandung, Indonesia","Located in heart of historical Bandung district, Ibis Budget Bandung Asia Afrika offers cozy rooms and 24-hour front desk. Braga Street is lined with various dining options and can be reached by a short 5-minute walk. Free WiFi access is available throughout. The brightly lit rooms are air-conditioned and fitted with flat-screen cable TV, clothes rack and parquet flooring. Private bathroom comes with a shower. Guests enjoy city view. Daily breakfast is available upon request and will be served in the breakfast room. Meeting/banqueting facilities are offered at Ibis Budget Bandung Asia Afrika along with free valet parking. The friendly staff can assist with luggage storage, laundry and ironing services. Ibis Budget Bandung Asia Afrika is a 5-minute walk from Museum of Asian African Conference and a 20-minute drive from Husein Sastranegara International Airport. Sumurbandung is a great choice for travelers interested in clothes shopping, culturally diverse food and local food."
Ibis Bandung Pasteur,"Jl. Dr. Junjunan 22, Sukajadi, 40162 Bandung, Indonesia","Operating a 24-hour front desk, Ibis Bandung Pasteur is located a 10-minute drive from the historic Gedung Sate. The property features a restaurant and meeting facilities. Guests enjoy free parking onsite and free WiFi throughout. All rooms are air-conditioned and feature a flat-screen satellite TV and a personal safe. The private bathroom comes with a shower and free toiletries. Mountain and city views can be enjoyed from the rooms. A selection of local and international cuisine is offered at Ibis Kitchen. Alternative dining options are plenty at Paris Van Java, located a 5-minute drive away. Cihampelas Walk also offers many eateries and is located a 15-minute drive away. The friendly staff at Ibis Bandung Pasteur can assist with laundry, dry cleaning and ironing services request. The concierge can help with free luggage storage and airport shuttle at an extra charge. The property is a 10-minute drive from Husein Sastranegara International Airport, a 15-minute drive from Bandung Railway Station and a 1-hour drive from Ciater Hot Spring. Sukajadi is a great choice for travelers interested in culturally diverse food, scenery and food shopping."
Favehotel Braga,"Jl. Braga no. 99 - 101, Sumurbandung, 40111 Bandung, Indonesia","favehotel Braga is in the heart of Bandung, a 5 minute drive from Pasar Baru Shopping Center. It features free Wi-Fi, a cafe, and air-conditioned rooms with a 32-inch flat-screen cable TV. Braga favehotel is a 10 minute drive from Trans Studio Indoor Theme Park and a 15 minute drive from Husein Sastranegara International Airport. Stylish rooms are modern and feature unique wall prints. Brightly lit, each unit is well equipped with a personal safe and a private bathroom with shower facilities. The staff at the 24-hour front desk can assist with car rental and airport shuttle services. Laundry and ironing services are also provided. Guests can sample a selection of local and international dishes at Lime Café. Sumurbandung is a great choice for travelers interested in clothes shopping, culturally diverse food and local food."
Ivory Hotel Bandung,"Jl. Bahureksa No. 3, Bandung Wetan, 40115 Bandung, Indonesia","Located in central Bandung, the elegant Ivory Hotel Bandung offers comfortable rooms with contemporary decor. Free WiFi access and complimentary parking privileges are provided. The hotel is just a 2-minute walk from Riau Junction and a 3-minute walk from Bandung Indah Plaza. Decorated in soothing colors, the air-conditioned rooms here feature a seating area, a refrigerator and a flat-screen cable TV. A desk and wardrobe are also available. The private bathroom comes with a shower, slippers and free toiletries.Operating a 24-hour front desk, the friendly staff at Ivory Hotel Bandung can assist guests with laundry and dry cleaning services at additional charges. Car hire and airport transfer can be arranged for a fee.Guests can sample a selection of Indonesian and Western food at Everjoy Restaurant & Coffee Boutique. In-room dining is also available.The hotel is a 5-minute drive from the lively Dago area, a 10-minute drive from Gedung Sate and a 15-minute drive from Husein Sastranegara Airport.Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
The Papandayan,"Jl.Gatot Subroto 83, 40262 Bandung, Indonesia","The Papandayan offers 5-star luxury in Bandung’s city center with an outdoor pool, fitness facilities and a day spa. It features personalized attention with 24-hour butler service, free WiFi and 4 dining options. Featuring elegant interiors in shades of cream and silver, the spacious rooms offer a flat-screen cable TV and ample desk space. They are provided with a tea/coffee maker and mini-bar. The Papandayan is a 15-minute drive from Husein Sastranegara International Airport and a 25-minute drive from the popular Cihampelas Shopping Street. It is a 25-minute drive from Bandung’s tea plantations. For leisure, a relaxing beauty treatment awaits at the salon. Other conveniences include a business center, a 24-hour front desk and daily newspapers. Hearty international meals are served at Cantigi Fine Dining while Pago Restaurant offers Asian and Japanese specialties. Mirten Lounge and The Deli are ideal for a quick snack. "
House Sangkuriang,"Jl. Sangkuriang no.1 Dago, Kecamatan Coblong, 40135 Bandung, Indonesia","Featuring an outdoor pool and a restaurant, House-Sangkuriang is conveniently located just a 5-minute walk from Dago’s factory outlets. It has a 24-hour front desk and provides free Wi-Fi access in all areas. Elegant and warmly lit, the air-conditioned rooms in House-Sangkuriang include hardwood floors. A flat-screen satellite TV, an electric kettle and a free one-time minibar are among the in-room comforts, and a shower, slippers and a hairdryer are included in the private bathrooms. The hotel also serves daily afternoon tea in the lobby and on the pool terrace. Cihampelas Walk Mall is a 10-minute drive from the property, and Husein Sastranegara Airport is a 20-minute drive away. Airport transportation can be arranged upon request. The staff at the front desk can assist with valet parking and luggage storage. Housing a business center, the hotel also provides laundry service for a fee. International dishes are served at Dining Room. Guests can also dine in the comfort of their rooms."
Mutiara Hotel,"Jalan Kebon Kawung No. 60, 40171 Bandung, Indonesia","Located in central Bandung, Mutiara Hotel is 801 m from Braga City Walk. It features an outdoor pool and 24-hour front desk. Fitted with tiled flooring, air-conditioned rooms feature a private bathroom. Free bottled water is included, while hairdryers are available on request. Mutiara Hotel Bandung is about 150 m from Bandung Train Station and 1.9 mi from the Hussein Sastranegara Airport. Free WiFi is available throughout the hotel. Guests who drive can park on the premises for free."
HARRIS Hotel & Convention Festival Citylink Bandung,"Jl. Peta 241, Kopo, 40323 Bandung, Indonesia","Located a 20-minute drive from Hussein Sastra Negara Airport, HARRIS Hotel & Convention Festival Citylink Bandung is directly linked to Festival CTLink Mall. It offers an outdoor pool and foot massage services. Free Wi-Fi is provided. Harris Hotel and Conventions Festival CTLink Bandung is a 30-minute drive from Kebon Kawung Street Hall Train Station. Pasar Baru Bandung shopping area is approximately 3.5 km away. Colorful rooms are decked in shades of orange and printed carpets and offer simple designs. A flat-screen TV with cable channels is provided. Tea and coffee-making facilities and a minibar are included. Guests at this hotel enjoy internet connection at its business center. A currency exchange service and cash machine is available for guests' convenience. Guests can enjoy an Asian or Western meal at Harris Café and enjoying views of Bandung at its outdoor terrace. Juice Bar serves a menu comprising fresh juices and cocktails. Room service is also available."
RedDoorz Premium @ Bandung City Center,"Jl. Otto Iskandar Dinata No.3, Babakan Ciamis, Sumur Bandung, Sumurbandung, 40181 Bandung, Indonesia","A 19-minute walk from Braga City Walk, RedDoorz Premium @ Bandung City Center is located in Bandung and provides air-conditioned rooms with free WiFi. Featuring a 24-hour front desk, this property also provides guests with a restaurant. The property is 2.7 km from Riau Street and 3.1 km from Gedung Sate. All guest rooms in the hotel are equipped with a flat-screen TV. Stasiun Hall Bus Terminal is a 20-minute walk from RedDoorz Premium @ Bandung City Center, while Merdeka Palace is 2.3 km away. The nearest airport is Husein Sastranegara Airport, 5.6 km from the accommodation. Sumurbandung is a great choice for travelers interested in clothes shopping, culturally diverse food and local food."
HARRIS Hotel & Conventions Ciumbuleuit - Bandung,"Jl. Ciumbuleuit No. 50-58, 40141 Bandung, Indonesia","HARRIS Hotel & Conventions Ciumbuleuit - Bandung is located right next to Parahyangan University. The hotel offers free WiFi access and complimentary parking privilege. The hotel offers comfortable rooms decorated with HARRIS Hotel's signature orange colors. The air-conditioned rooms are fitted with a flat-screen cable TV, safety deposit box and a seating area. A mini-bar and an electric kettle are provided. The private bathroom comes with a shower, bathrobes and a hairdryer. Guests enjoy mountain view. Operating a 24-hour front desk, the friendly staff at HARRIS Hotel & Conventions Ciumbuleuit - Bandung can assist guests with luggage storage and laundry services at additional charges. Airport transfer can be arranged at an extra charge. There is also a business center and meeting rooms for guests' convenience. Relaxing massage can be enjoyed at the spa and wellness center and guests can also enjoy working out at the gym. Harris Café serves a selection of Indonesian and international dishes. Alternatively, guests may find plenty of eateries around the well-known Cihampelas and Dago area, located a 15-minute drive away. The hotel is a 15-minute drive from Bandung Train Station and a 30-minute drive from Husein Sastranegara International Airport."
Zest Sukajadi Hotel Bandung,"Jalan Sukajadi No.16, Sukajadi, 40161 Bandung, Indonesia","Located in Bandung, 601 m from Paris Van Java, Zest Hotel Bandung features modern minimalistic designs and features a restaurant and free WiFi throughout the property. The hotel has a terrace and views of the city, and guests can enjoy a meal at the restaurant. Free private parking is available on site. Each room is air-conditioned and fitted with a flat-screen TV, seating area, a desk and an private bathroom featuring shower, toilet, and free toiletries. There is a 24-hour front desk at the property and meeting/banquet facility. Pasteur Toll Gate is 1.8 mi from Zest Hotel Bandung, while Bandung Train Station is 1.9 mi from the property. The nearest airport is Husein Sastranegara Airport, 1.6 mi from the property. As for dining option the on-site Citruz serves all-day dining menu with a wide range of Indonesian and international dishes. Sukajadi is a great choice for travelers interested in culturally diverse food, scenery and food shopping."
Amaroossa Hotel Bandung Indonesia,"Jl. Aceh no 71A, Bandung Wetan, 40115 Bandung, Indonesia","The Amaroossa Hotel Bandung Indonesia is in central Bandung City, a 5-minute walk to the factory outlets at Riau Street. The hotel includes an outdoor pool, free Wi-Fi and 6 dining options. Featuring a unique decor, each guest room has fine bedding, a flat-screen satellite TV and ironing facilities. There is also a minibar, a personal safe and a hairdryer. Guests can work out at the modern fitness center or indulge in customized treatments like aromatherapy at Larenta Salon & Spa. Younger guests will find various games and activities at the children’s corner. The elegant Roses Coffee Shop prepares a great selection of coffee, and The Roosse Cake Bakery serves delicious cake and pastries. Surrounded by tropical greenery, The Gardenia provides a beautiful outdoor setting for a meal. Chinese, Western and Indonesian cuisines are available at the hotel’s all-day dining restaurants. The Amaroosa Hotel Bandung is a 25-minute drive from Husein Sastranegara International Airport. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
U Janevalla Bandung,"Jalan Aceh No. 65, Bandung Wetan, 40115 Bandung, Indonesia","U Janevalla Bandung is located in Bandung, 901 m from Braga City Walk. It features an outdoor pool, a fitness center and a 24-hour front desk. Popular points of interest around the property include Gedung Sate and Riau Street. Free WiFi are offered. At U Janevalla Bandung, the rooms are equipped with a desk, a wardrobe, air conditioning and a flat-screen TV. The private bathroom is fitted with a bidet, free toiletries and a hair dryer. Guests at U Janevalla Bandung can enjoy a buffet breakfast at the All Day Dining Restaurant, which is also open for lunch and dinner. Stasiun Hall Bus Terminal is a 15-minute walk from the hotel, while Pasar Baru Bandung is 0.8 mi from the property. The nearest airport is Husein Sastranegara Airport, 2.5 mi from U Janevalla Bandung. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
Bukit Dago Hotel,"Jl. Ir. H. Juanda No. 311, 40135 Bandung, Indonesia","Located in the heart of the famed Dago area in Bandung, Bukit Dago Hotel offers a cozy accommodations with free WiFi access in all areas and free parking for guests who drive. The hotel is located about a 5-minute drive from the fashionable factory outlets in Dago area , and around a 10-minute drive from Bandung Railway Station. Getting to Husein Sastranegara International Airport will take around 20 minutes by car. Each room at Bukit Dago Hotel is air-conditioned and furnished with cable TV, seating area, and an private bathroom featuring hot and cold shower facility and free toiletries. Mini fridge and bathtub are only available in selected rooms. Fresh towels and bed linens are also provided. Guests can get assistance to arrange for car hire and ironing facilities at the 24-hour front desk, which will come at additional charges. The on-site Bukit Dago Restaurant offers a convenient dining option which offers hearty breakfast as well as delectable Indonesian dishes."
M Premiere Hotel Dago Bandung,"Jl.Sultan Tirtayasa No. 5, Bandung Wetan, 40115 Bandung, Indonesia","Featuring free WiFi, M Premiere Hotel Dago Bandung offers accommodations in Bandung, 701 m from Gedung Sate. Guests can enjoy the on-site restaurant and coffee shop. Free private parking is available on site. Each air-conditioned room at this hotel is fitted with a flat-screen TV with cable channels, a personal safe and an electric kettle. The rooms come with a seating area and a private bathroom equipped with a shower. Extras include slippers and free toiletries. The hotel operates a 24-hour front desk that can assist with valet parking and luggage storage. Return airport transfer can be arranged with extra charges. Riau Street is 0.7 mi from M Premiere Hotel Dago Bandung, while Cihampelas Walk is 0.8 mi away. The nearest airport is Husein Sastranegara Airport, 2.5 mi from the property. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
Amaris Hotel Cihampelas,"Jl. Cihampelas No.171, 40131 Bandung, Indonesia","Amaris Cihampelas offers modern and minimalist rooms with free Wi-Fi and flat-screen cable TVs. Featuring a 24-hour restaurant and indoor children's pool, it is a 15 minute walk from the city center. Amaris Hotel Cihampelas is beside Sabuga Convention Hall and a 15 minute walk from popular Ciwalk. It has free parking and is a 2 hour drive from Jakarta. Featuring rich colors, rooms are simply furnished and air-conditioned. They offer the convenience of a safe, work desk and an attached bathroom. For leisure, guests can relax with a soothing massage and children can play in the indoor pool. The staff can provide car rental and concierge services. Buffet meals are served in the casual dining environment of Amaris Hotel’s restaurant."
Meize Hotel Bandung,"Jl. Sumbawa No. 7, Sumurbandung, 40113 Bandung, Indonesia","Featuring a garden with a seating area, Meize Hotel Bandung is strategically located just 0.7 mi away from Riau Street and Braga City Walk. A snack bar and a mini-market are also available on site. Free WiFi is accessible in all areas. Air-conditioned rooms in Meize Hotel Bandung come fitted with a satellite TV, electric kettle and a safe. Equipped with a shower, each private bathroom includes towels, slippers and free toiletries. Staff at the 24-hour front desk can assist with fax/photocopying request. The nearest airport is Husein Sastranegara Airport, 3.1 mi from Meize Hotel Bandung. Sumurbandung is a great choice for travelers interested in clothes shopping, culturally diverse food and local food."
UTC Bandung,"Jalan Ir. H.Djuanda, Bandung Wetan, 40171 Bandung, Indonesia","Featuring a garden and free WiFi, UTC Bandung offers accommodations in Bandung. Guests can enjoy a meal at the on-site restaurant or order room service. Free private parking is available on site. Simply furnished, each room at this hotel has air conditioning and a flat-screen TV. Some units feature a seating area where you can relax. Every room has a private bathroom. You will find a 24-hour front desk and concierge service at the property. Gedung Sate is 901 m from UTC Bandung, while Riau Street is 0.7 mi away. Husein Sastranegara Airport is 2.5 mi from the property. Bandung Wetan is a great choice for travelers interested in local food, clothes shopping and relaxation."
Citradream Hotel Bandung,"Jl. Pasir Kaliki No. 36 - 42, 40171 Bandung, Indonesia","Located right in the heart of Bandung, Hotel Citradream Bandung provides cozy accommodations featuring modern and contemporary design, free Wi-Fi access in all areas of the property and free parking for guests who drive. It takes a 10-minute drive from the property to the famed Cihampelas area, and a 15-minute drive to the lively Dago area. The highlands of Lembang is reachable within a 45-minute drive, and getting to Husein Sastranegara International Airport will take around 30 minutes by car. Each room here includes a TV, air conditioning and a sitting area. Featuring a shower, private bathroom also comes with free toiletries and slippers. You can enjoy city view from the room. Extras include satellite channels. At Hotel Citradream Bandung there's a 24-hour front desk. Other facilities available at the property include luggage storage. For dining option, The Flavour Restaurant is available on-site and serves a range of Indonesian and International dishes. Alternatively, guests can explore the surrounding area where various restaurants can be found at Istana Plaza which is just a 5-minute walk away."
OYO 167 Dago's Hill Hotel,"Jalan Tubagus Ismail VIII No. 39 A, Sekeloa, Coblong, Dago, Asia Afrika, Braga, 40134 Bandung, Indonesia","Offering free Wi-Fi access in the entire hotel, Dago’s Hill Hotel, Business and Leisure is a 10-minute drive from Dago area where many factory outlets are located. It features an outdoor swimming pool and modern rooms with private bathrooms. Paris Van Java Shopping Mall is a 20-minute drive from Dago’s Hill Hotel. Husein Sastranegara Airport and Bandung Central Station are both 30 minutes’ drive away. It takes 45 minutes to drive to Trans Studio Indoor Them Park from the property. Well-appointed rooms are all fitted with tiled flooring and air conditioning. Each has a desk, telephone and a flat-screen cable TV. A safety deposit box is available in select rooms. Attached bathrooms provide shower facilities. Conveniences include laundry services and meeting/banquet facilities. Staff at the 24-hour front desk can also arrange car rentals and airport transfers. Indonesian and international dishes are served at the on-site restaurant. Guests can enjoy their meals in the comfort of their rooms."
